departamento,municipio,departamento_nombre,municipio_nombre,total_votos_mmv,votos_validos,ABELARDO DE LA ESPRIELLA,CARLOS CAICEDO,CLAUDIA LOPEZ,GUSTAVO MATAMORROS,IVAN CEPEDA,LUIS GILBERTO MURILLO,MAURICIO LIZCANO,MIGUEL URIBE,NO MARCADOS,PALOMA VALENCIA,ROY BARRERAS,SANTIAGO BOTERO,SERGIO FAJARDO,SONDRA MACOLLINS,VOTO EN BLANCO,VOTO NULO,votos_abelardo,votos_cepeda,margen_abelardo_vs_cepeda,ganador_2v_base,margen_abs,margen_pp_validos,voto_blanco,voto_nulo,no_marcados,abstencion_estimada,bolsa_indefinida,score_disputa,score_oportunidad,potencial
29,19,TOLIMA,ATACO,7600,7489,4326,1,38,2,1413,2,22,36,41,1341,15,106,81,20,86,70,4326,1413,2913,ABELARDO DE LA ESPRIELLA,2913,0.3889704900520764,86,70,41,9127.0,9324.0,0.22360862016002214,2.0438843612511497,16727.0
29,22,TOLIMA,CAJAMARCA,9059,8884,4531,2,49,5,2900,6,11,12,40,796,4,130,207,14,217,135,4531,2900,1631,ABELARDO DE LA ESPRIELLA,1631,0.1835884736605132,217,135,40,8026.0,8418.0,0.46966224634495357,4.244923076873732,17085.0
29,25,TOLIMA,CARMEN DE APICALA,6242,6174,3222,2,41,9,1592,1,4,10,10,948,4,82,153,6,100,58,3222,1592,1630,ABELARDO DE LA ESPRIELLA,1630,0.2640103660511824,100,58,10,4309.0,4477.0,0.31853773589959095,2.6779250205292113,10551.0
29,28,TOLIMA,CASABIANCA,2856,2799,1462,4,27,4,597,1,7,5,22,493,5,77,48,5,64,35,1462,597,865,ABELARDO DE LA ESPRIELLA,865,0.3090389424794569,64,35,22,2882.0,3003.0,0.24879015190048115,1.9922369025789017,5738.0
29,31,TOLIMA,COELLO,4984,4917,1926,1,20,0,2446,1,7,11,14,337,5,56,59,6,42,53,1926,2446,-520,IVAN CEPEDA,520,0.1057555419971527,42,53,14,3526.0,3635.0,0.7343628716269354,6.020776413826069,8510.0
29,34,TOLIMA,COYAIMA,10056,9864,3302,10,52,2,5245,5,18,29,89,905,26,80,74,13,103,103,3302,5245,-1943,IVAN CEPEDA,1943,0.1969789132197891,103,103,89,8764.0,9059.0,0.44433262671017937,4.048592002820681,18820.0
29,37,TOLIMA,CUNDAY,3913,3878,2312,1,17,0,730,3,2,9,10,690,7,38,30,5,34,25,2312,730,1582,ABELARDO DE LA ESPRIELLA,1582,0.407942238267148,34,25,10,3217.0,3286.0,0.19771470578568462,1.601040417903764,7130.0
29,40,TOLIMA,CHAPARRAL,19268,18909,9146,12,132,6,6450,13,31,50,98,2001,32,251,339,35,411,261,9146,6450,2696,ABELARDO DE LA ESPRIELLA,2696,0.1425776085461949,411,261,98,22520.0,23290.0,0.6454057220769099,6.49008525185954,41788.0
29,43,TOLIMA,DOLORES,3946,3904,2544,1,17,1,784,5,3,8,8,404,3,28,67,5,34,34,2544,784,1760,ABELARDO DE LA ESPRIELLA,1760,0.4508196721311475,34,34,8,3199.0,3275.0,0.17946310807495588,1.4526423136697757,7145.0
29,46,TOLIMA,ESPINAL,39568,38838,17320,30,360,9,13830,38,154,78,99,4686,37,580,943,38,735,631,17320,13830,3490,ABELARDO DE LA ESPRIELLA,3490,0.0898604459549925,735,631,99,23428.0,24893.0,1.058194771149284,10.711451798748532,62996.0
29,49,TOLIMA,FALAN,3497,3419,1518,4,13,1,1268,5,11,18,15,381,8,65,68,3,56,63,1518,1268,250,ABELARDO DE LA ESPRIELLA,250,0.0731207955542556,56,63,15,2814.0,2948.0,0.978984353529811,7.821322756115549,6311.0
29,52,TOLIMA,FLANDES,12153,11934,5385,8,101,3,4797,7,31,18,24,1010,6,169,183,12,204,195,5385,4797,588,ABELARDO DE LA ESPRIELLA,588,0.049270990447461,204,195,24,7915.0,8338.0,1.5837816219882406,14.299486887948216,20068.0
29,55,TOLIMA,FRESNO,14631,14297,6891,3,128,7,3561,4,47,49,71,2412,20,331,482,41,321,263,6891,3561,3330,ABELARDO DE LA ESPRIELLA,3330,0.2329159963628733,321,263,71,13860.0,14515.0,0.3938758702425711,3.7745151304175937,28491.0
29,58,TOLIMA,GUAMO,15540,15257,7665,15,93,5,4125,14,47,46,64,2486,27,204,249,35,246,219,7665,4125,3540,ABELARDO DE LA ESPRIELLA,3540,0.2320246444255096,246,219,64,10931.0,11460.0,0.3980115024036314,3.720096197682055,26471.0
29,61,TOLIMA,HERVEO,2994,2933,1704,3,13,4,592,0,10,11,13,403,10,45,78,8,52,48,1704,592,1112,ABELARDO DE LA ESPRIELLA,1112,0.3791339924991476,52,48,13,2726.0,2839.0,0.2051766772526411,1.631474522543668,5720.0
29,64,TOLIMA,HONDA,13122,12907,5405,7,94,2,5755,2,22,13,27,987,6,159,256,11,188,188,5405,5755,-350,IVAN CEPEDA,350,0.0271170682575346,188,188,27,9289.0,9692.0,2.550202103112057,23.408711235607555,22411.0
29,67,TOLIMA,ICONONZO,5450,5384,2109,4,49,2,2414,4,10,7,16,545,1,57,88,3,91,50,2109,2414,-305,IVAN CEPEDA,305,0.0566493313521545,91,50,16,4017.0,4174.0,1.2890410774260175,10.74656741960605,9467.0
29,70,TOLIMA,LERIDA,8615,8490,2913,5,51,1,4377,6,14,4,13,733,4,125,116,11,130,112,2913,4377,-1464,IVAN CEPEDA,1464,0.1724381625441696,130,112,13,6968.0,7223.0,0.4958810115076157,4.405984158887761,15583.0
29,73,TOLIMA,LIBANO,18381,17897,6087,13,124,4,8501,30,41,39,56,2012,17,250,418,21,340,428,6087,8501,-2414,IVAN CEPEDA,2414,0.134882941275074,340,428,56,15699.0,16523.0,0.6758866273394409,6.564595604592028,34080.0
29,76,TOLIMA,MARIQUITA,17208,16746,7507,11,135,2,6437,10,44,37,64,1325,17,358,442,27,394,398,7507,6437,1070,ABELARDO DE LA ESPRIELLA,1070,0.0638958557267407,394,398,64,13192.0,14048.0,1.3161731901042104,12.569857369750379,30400.0
29,79,TOLIMA,MELGAR,19925,19657,11627,8,143,4,5201,17,31,28,23,1460,25,329,444,18,322,245,11627,5201,6426,ABELARDO DE LA ESPRIELLA,6426,0.3269064455410286,322,245,23,12943.0,13533.0,0.2934416895245367,2.7914991477393665,32868.0
29,80,TOLIMA,MURILLO,1629,1585,657,1,4,1,535,2,6,4,6,298,2,13,28,1,33,38,657,535,122,ABELARDO DE LA ESPRIELLA,122,0.0769716088328075,33,38,6,2115.0,2192.0,0.8472845910394454,6.518182175104174,3744.0
29,82,TOLIMA,NATAGAIMA,7645,7547,2524,3,29,2,3943,3,16,9,28,826,8,44,44,9,87,70,2524,3943,-1419,IVAN CEPEDA,1419,0.188021730488936,87,70,28,7202.0,7387.0,0.4509120228593967,4.016549499671536,14847.0
29,85,TOLIMA,ORTEGA,11703,11455,5056,8,100,8,4172,13,25,59,82,1568,18,107,128,28,165,166,5056,4172,884,ABELARDO DE LA ESPRIELLA,884,0.0771715408118725,165,166,82,11896.0,12309.0,1.0721697473916274,10.097873968278718,23599.0
29,87,TOLIMA,PALOCABILDO,4304,4237,2160,7,15,2,1317,2,4,17,17,525,2,65,43,4,74,50,2160,1317,843,ABELARDO DE LA ESPRIELLA,843,0.1989615293839981,74,50,17,4303.0,4444.0,0.39968346151795603,3.3571552830735953,8607.0
29,88,TOLIMA,PIEDRAS,3200,3161,1421,1,7,0,1374,1,8,5,9,194,2,32,55,5,56,30,1421,1374,47,ABELARDO DE LA ESPRIELLA,47,0.0148687124327744,56,30,9,2482.0,2577.0,3.240602037421342,25.45418101952166,5682.0
29,89,TOLIMA,PLANADAS,10538,10293,4800,13,65,6,3475,10,22,36,70,1164,32,208,171,28,263,175,4800,3475,1325,ABELARDO DE LA ESPRIELLA,1325,0.1287282619255804,263,175,70,14021.0,14529.0,0.666001026176559,6.382934358717975,24559.0
29,91,TOLIMA,PRADO,4262,4216,2523,2,13,0,1111,3,6,4,12,390,5,40,70,4,45,34,2523,1111,1412,ABELARDO DE LA ESPRIELLA,1412,0.3349146110056926,45,34,12,3617.0,3708.0,0.2419984247524034,1.9888683075524194,7879.0
29,94,TOLIMA,PURIFICACION,12176,11980,5234,11,76,2,4918,6,30,22,30,1179,22,117,163,8,192,166,5234,4918,316,ABELARDO DE LA ESPRIELLA,316,0.0263772954924874,192,166,30,8202.0,8590.0,2.581576561286513,23.385134924189536,20378.0
29,97,TOLIMA,RIOBLANCO,6780,6633,3562,8,64,2,1723,15,13,24,53,808,9,105,108,18,174,94,3562,1723,1839,ABELARDO DE LA ESPRIELLA,1839,0.2772501130710086,174,94,53,11405.0,11726.0,0.30635194971469465,2.8704102866117873,18185.0
29,100,TOLIMA,RONCESVALLES,1892,1857,1114,2,12,0,377,1,1,7,7,228,4,19,36,3,53,28,1114,377,737,ABELARDO DE LA ESPRIELLA,737,0.3968766828217555,53,28,7,2515.0,2603.0,0.18500091642438313,1.4549959481139223,4407.0
29,103,TOLIMA,ROVIRA,10023,9861,5659,6,60,5,1952,15,21,31,30,1571,17,161,138,32,193,132,5659,1952,3707,ABELARDO DE LA ESPRIELLA,3707,0.3759253625392962,193,132,30,11577.0,11932.0,0.23829592868096766,2.236898883345041,21600.0
29,105,TOLIMA,SALDAÑA,7539,7418,3730,4,49,1,2234,5,11,16,29,963,9,97,156,11,132,92,3730,2234,1496,ABELARDO DE LA ESPRIELLA,1496,0.2016716095982744,132,92,29,5468.0,5721.0,0.4210200684495658,3.642696650293992,13007.0
29,106,TOLIMA,SAN ANTONIO,5187,5091,2786,2,33,1,1165,4,8,13,27,847,8,73,79,9,63,69,2786,1165,1621,ABELARDO DE LA ESPRIELLA,1621,0.3184050284816342,63,69,27,5536.0,5695.0,0.2599054587909464,2.2475375108594613,10723.0
29,109,TOLIMA,SAN LUIS,7344,7240,4568,5,35,0,1553,8,7,16,22,773,10,81,85,13,86,82,4568,1553,3015,ABELARDO DE LA ESPRIELLA,3015,0.4164364640883978,86,82,22,4915.0,5105.0,0.20841357026979032,1.7794708262739163,12259.0
29,112,TOLIMA,SANTA ISABEL,2603,2562,1446,2,9,2,516,2,4,6,10,436,1,42,51,5,40,31,1446,516,930,ABELARDO DE LA ESPRIELLA,930,0.3629976580796253,40,31,10,3125.0,3206.0,0.2104284988483367,1.698808462217148,5728.0
29,115,TOLIMA,SUAREZ,2743,2707,1472,0,10,1,697,2,4,6,11,408,6,35,28,1,37,25,1472,697,775,ABELARDO DE LA ESPRIELLA,775,0.2862947912818618,37,25,11,2068.0,2141.0,0.26676019513664734,2.0459160497584024,4811.0
29,118,TOLIMA,VALLE DE SAN JUAN,2821,2788,1674,0,7,0,466,3,7,18,14,525,7,25,26,3,27,19,1674,466,1208,ABELARDO DE LA ESPRIELLA,1208,0.4332855093256815,27,19,14,2003.0,2063.0,0.17896904412002332,1.3659635339684513,4824.0
29,121,TOLIMA,VENADILLO,6454,6341,2842,2,32,1,2527,3,19,13,23,601,5,101,96,10,89,90,2842,2527,315,ABELARDO DE LA ESPRIELLA,315,0.0496767071439835,89,90,23,5416.0,5618.0,1.4670630928035295,12.666489227485263,11870.0
29,124,TOLIMA,VILLAHERMOSA,3357,3286,1214,0,19,2,805,2,9,16,23,1006,6,42,72,9,84,48,1214,805,409,ABELARDO DE LA ESPRIELLA,409,0.1244674376141205,84,48,23,3653.0,3808.0,0.6022075468487897,4.96527467290215,7010.0
29,127,TOLIMA,VILLARRICA,2801,2776,1769,0,4,1,569,1,11,3,5,335,1,16,27,3,36,20,1769,569,1200,ABELARDO DE LA ESPRIELLA,1200,0.4322766570605187,36,20,5,2349.0,2410.0,0.17927978700042088,1.396194565522863,5150.0
31,1,VALLE,CALI,1063418,1053010,371718,363,6970,260,541270,756,1569,821,1321,56344,713,5180,45989,775,20282,9087,371718,541270,-169552,IVAN CEPEDA,169552,0.1610165145630146,20282,9087,1321,775730.0,806420.0,0.8108669664353195,11.028083642961636,1839148.0
31,4,VALLE,ALCALA,6412,6258,2833,6,37,0,2456,8,7,10,32,481,4,165,133,10,108,122,2833,2456,377,ABELARDO DE LA ESPRIELLA,377,0.0602428891019495,108,122,32,6192.0,6454.0,1.2445068559519263,10.917573667027392,12604.0
31,7,VALLE,ANDALUCIA,10949,10811,3604,1,44,0,5969,5,12,15,22,541,8,124,305,6,177,116,3604,5969,-2365,IVAN CEPEDA,2365,0.2187586717232448,177,116,22,9027.0,9342.0,0.40603540129982824,3.7121310198202964,19976.0
31,10,VALLE,ANSERMANUEVO,8531,8358,3422,6,53,1,2708,11,10,26,42,1561,11,174,201,12,162,131,3422,2708,714,ABELARDO DE LA ESPRIELLA,714,0.0854271356783919,162,131,42,10159.0,10494.0,0.9463863729637352,8.762264197388893,18690.0
31,13,VALLE,ARGELIA,2772,2729,1357,0,15,0,586,3,3,6,7,621,2,53,49,2,32,36,1357,586,771,ABELARDO DE LA ESPRIELLA,771,0.2825210699890069,32,36,7,2983.0,3058.0,0.270478187724267,2.170815562684807,5755.0
31,16,VALLE,BOLIVAR,7251,7165,3376,4,24,1,2275,5,7,7,15,1105,6,117,126,11,101,71,3376,2275,1101,ABELARDO DE LA ESPRIELLA,1101,0.1536636427076064,101,71,15,5983.0,6170.0,0.5423992006412997,4.733852038625422,13234.0
31,19,VALLE,BUENAVENTURA,91352,89716,10788,55,280,47,72065,124,162,86,241,3296,92,578,852,58,1233,1395,10788,72065,-61277,IVAN CEPEDA,61277,0.6830108341878818,1233,1395,241,141849.0,144718.0,0.16456330822127638,1.9554316081244536,233201.0
31,22,VALLE,BUGA,65520,64729,20612,13,349,19,36630,32,78,60,96,2694,36,475,2508,35,1188,695,20612,36630,-16018,IVAN CEPEDA,16018,0.2474624974895332,1188,695,96,44242.0,46221.0,0.43027548320857556,4.621679819620174,109762.0
31,25,VALLE,BUGALAGRANDE,12077,11935,3123,9,40,1,7580,11,12,19,30,569,11,124,252,7,177,112,3123,7580,-4457,IVAN CEPEDA,4457,0.3734394637620444,177,112,30,8860.0,9179.0,0.24481867959916456,2.233917199268096,20937.0
31,28,VALLE,CAICEDONIA,14286,13933,6695,16,107,3,4478,14,32,24,56,1681,30,163,406,17,267,297,6695,4478,2217,ABELARDO DE LA ESPRIELLA,2217,0.1591186392018947,267,297,56,13129.0,13749.0,0.5642244533554147,5.376378643954917,27415.0
31,31,VALLE,CANDELARIA,54990,54085,11821,32,300,6,36468,30,107,38,96,2378,33,382,1307,56,1127,809,11821,36468,-24647,IVAN CEPEDA,24647,0.455708606822594,1127,809,96,34257.0,36289.0,0.2340160884220003,2.457004532177355,89247.0
31,34,VALLE,CARTAGO,66940,65738,30265,34,477,31,24806,74,102,96,162,4669,42,849,2887,60,1346,1040,30265,24806,5459,ABELARDO DE LA ESPRIELLA,5459,0.0830417718823207,1346,1040,162,55273.0,57821.0,1.1923082945684345,13.073809017612529,122213.0
31,37,VALLE,DAGUA,19601,19279,7193,9,108,9,9228,11,38,51,67,1613,21,275,293,23,407,255,7193,9228,-2035,IVAN CEPEDA,2035,0.1055552673893874,407,255,67,18722.0,19451.0,0.8538618611747253,8.432487998170066,38323.0
31,40,VALLE,CALIMA (DARIEN),8513,8344,3579,4,57,2,3637,4,22,8,31,474,5,115,221,10,206,138,3579,3637,-58,IVAN CEPEDA,58,0.0069511025886864,206,138,31,7074.0,7449.0,5.326743666882413,47.49308306347729,15587.0
31,43,VALLE,EL AGUILA,3765,3696,1927,2,23,2,717,6,7,17,17,762,2,70,73,6,82,52,1927,717,1210,ABELARDO DE LA ESPRIELLA,1210,0.3273809523809524,82,52,17,3878.0,4029.0,0.24350150478146687,2.0214330149540007,7643.0
31,46,VALLE,EL CAIRO,2842,2784,1311,3,14,1,739,2,6,11,20,512,10,45,67,8,55,38,1311,739,572,ABELARDO DE LA ESPRIELLA,572,0.2054597701149425,55,38,20,3626.0,3739.0,0.36814311776763964,3.0286548547733183,6468.0
31,49,VALLE,EL CERRITO,31582,31177,7562,12,120,4,20795,16,39,25,51,1185,11,217,678,13,500,354,7562,20795,-13233,IVAN CEPEDA,13233,0.4244475093819161,500,354,51,24527.0,25432.0,0.23817533242609357,2.4160036092800192,56109.0
31,52,VALLE,EL DOVIO,5289,5161,2646,4,27,0,1627,7,17,16,30,380,13,150,130,14,130,98,2646,1627,1019,ABELARDO DE LA ESPRIELLA,1019,0.1974423561325324,130,98,30,5266.0,5524.0,0.4121183127527079,3.5512393784192597,10555.0
31,55,VALLE,FLORIDA,31818,31380,6025,8,125,1,22399,21,38,19,51,1427,16,167,649,10,475,387,6025,22399,-16374,IVAN CEPEDA,16374,0.5217973231357552,475,387,51,23074.0,23987.0,0.19469744285583088,1.9635838696518884,54892.0
31,58,VALLE,GINEBRA,11195,11030,3920,6,54,2,5636,5,14,18,24,774,7,116,248,10,220,141,3920,5636,-1716,IVAN CEPEDA,1716,0.1555757026291931,220,141,24,8092.0,8477.0,0.562187846535412,5.085118291864558,19287.0
31,61,VALLE,GUACARI,17813,17574,3866,7,58,3,11944,6,18,15,21,868,13,121,360,9,286,218,3866,11944,-8078,IVAN CEPEDA,8078,0.4596563104586321,286,218,21,12582.0,13107.0,0.2081145829198816,1.973129784185989,30395.0
31,64,VALLE,JAMUNDI,82296,80922,25922,40,505,19,45076,72,125,93,199,3693,50,603,2832,85,1807,1175,25922,45076,-19154,IVAN CEPEDA,19154,0.2366970663107684,1807,1175,199,49863.0,53044.0,0.45810246279990563,4.983648999245822,132159.0
31,67,VALLE,LA CUMBRE,8090,7990,2973,3,44,3,3864,5,29,15,22,663,12,65,145,9,160,78,2973,3864,-891,IVAN CEPEDA,891,0.111514392991239,160,78,22,6234.0,6494.0,0.7395067338255431,6.491972788399321,14324.0
31,70,VALLE,LA UNION,16524,16123,9339,8,122,5,3996,11,36,36,57,1250,16,347,601,19,337,344,9339,3996,5343,ABELARDO DE LA ESPRIELLA,5343,0.3313899398374992,337,344,57,11687.0,12425.0,0.2837829412562231,2.6753768265336904,28211.0
31,73,VALLE,LA VICTORIA,6236,6134,3343,4,34,1,1816,4,9,8,17,550,8,99,122,6,130,85,3343,1816,1527,ABELARDO DE LA ESPRIELLA,1527,0.2489403325725464,130,85,17,5330.0,5562.0,0.3368252937074399,2.90474522865509,11566.0
31,76,VALLE,OBANDO,5402,5265,1783,2,18,0,2772,2,8,9,26,370,5,122,90,5,79,111,1783,2772,-989,IVAN CEPEDA,989,0.1878442545109211,79,111,26,5469.0,5685.0,0.43311979724855953,3.744650811061646,10871.0
31,79,VALLE,PALMIRA,165881,163830,52511,56,1081,38,90115,126,282,157,271,8081,90,1138,6511,208,3436,1780,52511,90115,-37604,IVAN CEPEDA,37604,0.2295306109992065,3436,1780,271,123464.0,128951.0,0.5012549601739058,5.898365122275897,289345.0
31,82,VALLE,PRADERA,23537,23144,4855,4,101,5,16082,13,34,19,60,911,24,163,494,9,430,333,4855,16082,-11227,IVAN CEPEDA,11227,0.4850933287245074,430,333,60,18986.0,19809.0,0.20298261904186132,2.0082982881634406,42523.0
31,85,VALLE,RESTREPO,8048,7879,3543,0,31,1,3354,2,14,9,21,480,6,127,160,3,149,148,3543,3354,189,ABELARDO DE LA ESPRIELLA,189,0.0239878157126538,149,148,21,8244.0,8562.0,2.6397939952085783,23.903878094271583,16292.0
31,88,VALLE,RIOFRIO,8419,8259,3460,5,44,2,3432,4,16,20,37,829,8,135,176,14,114,123,3460,3432,28,ABELARDO DE LA ESPRIELLA,28,0.0033902409492674,114,123,37,7574.0,7848.0,6.735636722809291,60.40614264433941,15993.0
31,91,VALLE,ROLDANILLO,19494,19202,8798,15,97,1,7297,6,35,18,38,1518,9,276,783,16,333,254,8798,7297,1501,ABELARDO DE LA ESPRIELLA,1501,0.07816894073534,333,254,38,12035.0,12660.0,1.118627683802589,10.566872197945827,31529.0
31,94,VALLE,SAN PEDRO,8368,8239,2897,3,46,4,4290,2,12,7,26,545,1,127,157,8,140,103,2897,4290,-1393,IVAN CEPEDA,1393,0.1690739167374681,140,103,26,6887.0,7156.0,0.5035214389219264,4.469178839064619,15255.0
31,97,VALLE,SEVILLA,19252,18725,7471,10,141,5,7716,11,43,41,102,2086,19,227,565,28,362,425,7471,7716,-245,IVAN CEPEDA,245,0.0130841121495327,362,425,102,18412.0,19301.0,4.261661937774801,42.05392656707587,37664.0
31,100,VALLE,TORO,6250,6109,3042,4,30,2,1608,6,13,15,27,945,7,164,142,13,118,114,3042,1608,1434,ABELARDO DE LA ESPRIELLA,1434,0.2347356359469635,118,114,27,6566.0,6825.0,0.3562081189539084,3.1447812870529392,12816.0
31,103,VALLE,TRUJILLO,8816,8643,4086,0,43,5,2863,7,15,17,37,1059,17,164,200,16,151,136,4086,2863,1223,ABELARDO DE LA ESPRIELLA,1223,0.1415017933587874,151,136,37,7981.0,8305.0,0.598317717346084,5.399657902018687,16797.0
31,106,VALLE,TULUA,99660,98087,41369,38,579,27,43107,85,121,132,169,5371,87,1068,4064,79,1960,1404,41369,43107,-1738,IVAN CEPEDA,1738,0.017718963777055,1960,1404,169,74007.0,77540.0,4.146482677475241,46.68343275290393,173667.0
31,109,VALLE,ULLOA,2622,2558,992,2,14,0,1081,2,4,11,18,302,2,65,38,1,44,46,992,1081,-89,IVAN CEPEDA,89,0.0347928068803752,44,46,18,2761.0,2869.0,1.7519267897448754,13.94895901995743,5383.0
31,112,VALLE,VERSALLES,3802,3739,2086,2,19,2,788,4,9,6,17,603,6,69,77,7,61,46,2086,788,1298,ABELARDO DE LA ESPRIELLA,1298,0.3471516448248194,61,46,17,3617.0,3741.0,0.23034587715377292,1.8951420277951527,7419.0
31,115,VALLE,VIJES,6494,6415,1591,2,25,0,3828,3,6,9,14,689,3,50,107,4,98,65,1591,3828,-2237,IVAN CEPEDA,2237,0.3487139516757599,98,65,14,4962.0,5139.0,0.2443883241394079,2.088251394813808,11456.0
31,118,VALLE,YOTOCO,8483,8325,2680,3,38,2,4636,1,14,16,29,505,12,74,184,4,156,129,2680,4636,-1956,IVAN CEPEDA,1956,0.2349549549549549,156,129,29,7184.0,7498.0,0.36852238524486813,3.288150179671573,15667.0
31,121,VALLE,YUMBO,66046,65405,14169,19,288,17,44723,35,77,42,105,2963,34,434,1531,38,1035,536,14169,44723,-30554,IVAN CEPEDA,30554,0.46715082944729,1035,536,105,46753.0,48429.0,0.23238709003609365,2.5069628174328664,112799.0
31,124,VALLE,ZARZAL,22601,22316,6356,11,82,2,13457,8,25,17,37,1193,20,229,570,10,336,248,6356,13457,-7101,IVAN CEPEDA,7101,0.3182021867718229,336,248,37,17412.0,18033.0,0.30508949673211333,2.9898813831788122,40013.0
40,1,ARAUCA,ARAUCA,35855,35371,22710,23,143,11,7194,22,83,86,65,2745,25,567,1044,38,680,419,22710,7194,15516,ABELARDO DE LA ESPRIELLA,15516,0.4386644426224873,680,419,65,46138.0,47302.0,0.23344118300251232,2.5128376953850133,81993.0
40,5,ARAUCA,TAME,20113,19696,10658,8,118,3,5972,16,38,40,106,1289,17,432,484,23,598,311,10658,5972,4686,ABELARDO DE LA ESPRIELLA,4686,0.2379163281884646,598,311,106,19299.0,20314.0,0.39885318127770614,3.956270496797851,39412.0
40,10,ARAUCA,ARAUQUITA,14684,14270,4931,15,79,6,7671,10,36,36,83,501,10,271,198,21,485,331,4931,7671,-2740,IVAN CEPEDA,2740,0.1920112123335669,485,331,83,21735.0,22634.0,0.4735373187753931,4.748278339238297,36419.0
40,15,ARAUCA,CRAVO NORTE,1350,1333,976,1,2,1,242,0,2,7,1,49,2,16,8,1,26,16,976,242,734,ABELARDO DE LA ESPRIELLA,734,0.5506376594148538,26,16,1,2353.0,2396.0,0.12835272667886918,0.9988374835816322,3703.0
40,17,ARAUCA,FORTUL,6393,6189,1628,4,29,1,3869,3,9,18,41,228,7,115,88,7,183,163,1628,3869,-2241,IVAN CEPEDA,2241,0.362094037809016,183,163,41,7580.0,7967.0,0.23463666381453352,2.1077854502754922,13973.0
40,20,ARAUCA,PUERTO RONDON,1591,1575,1146,2,4,0,225,1,8,3,5,123,0,23,16,0,24,11,1146,225,921,ABELARDO DE LA ESPRIELLA,921,0.5847619047619048,24,11,5,2315.0,2355.0,0.12379147372199704,0.9612061992767289,3906.0
40,25,ARAUCA,SARAVENA,20743,20253,8564,17,91,3,8924,17,46,48,81,954,39,466,475,26,583,409,8564,8924,-360,IVAN CEPEDA,360,0.0177751444230484,583,409,81,20656.0,21729.0,3.5701371819559777,35.65299315212133,41399.0
44,1,CAQUETA,FLORENCIA,79329,78308,41108,31,352,22,26756,43,126,90,144,4237,67,1290,2590,71,1525,877,41108,26756,14352,ABELARDO DE LA ESPRIELLA,14352,0.1832762936098483,1525,877,144,58217.0,60763.0,0.5830212080043771,6.42183447593729,137546.0
44,2,CAQUETA,ALBANIA,2336,2295,1420,3,14,2,594,5,5,3,7,103,1,51,45,1,48,34,1420,594,826,ABELARDO DE LA ESPRIELLA,826,0.3599128540305011,48,34,7,2181.0,2270.0,0.2092093765630903,1.6167649452587136,4517.0
44,3,CAQUETA,CARTAGENA DEL CHAIRA,13436,12795,3953,31,117,21,6593,28,86,55,191,499,28,344,259,34,747,450,3953,6593,-2640,IVAN CEPEDA,2640,0.2063305978898007,747,450,191,11416.0,12804.0,0.43714980651450747,4.134384075146037,24852.0
44,4,CAQUETA,BELEN DE LOS ANDAQUIES,4336,4239,2490,1,18,2,1287,3,10,8,21,180,4,96,44,5,91,76,2490,1287,1203,ABELARDO DE LA ESPRIELLA,1203,0.283793347487615,91,76,21,4129.0,4317.0,0.2842922965972911,2.3796822041294097,8465.0
44,5,CAQUETA,EL DONCELLO,8280,8099,4301,9,36,0,2624,4,16,32,41,424,6,186,170,22,269,140,4301,2624,1677,ABELARDO DE LA ESPRIELLA,1677,0.2070626003210272,269,140,41,7708.0,8158.0,0.41460939504780836,3.734335779225379,15988.0
44,6,CAQUETA,EL PAUJIL,5899,5764,2531,7,17,1,2492,5,24,12,39,287,6,106,71,4,201,96,2531,2492,39,ABELARDO DE LA ESPRIELLA,39,0.00676613462873,201,96,39,5691.0,6027.0,5.164911665366427,44.95627206137313,11590.0
44,7,CAQUETA,LA MONTAÑITA,6259,6151,2032,4,30,2,3482,4,12,21,34,235,4,88,83,14,140,74,2032,3482,-1450,IVAN CEPEDA,1450,0.2357340269874817,140,74,34,6315.0,6563.0,0.3550396588596959,3.1205697613492402,12574.0
44,9,CAQUETA,PUERTO RICO,10168,9917,4853,8,61,4,3682,10,30,29,69,489,13,188,158,23,369,182,4853,3682,1171,ABELARDO DE LA ESPRIELLA,1171,0.1180800645356458,369,182,69,9710.0,10330.0,0.7184651725786765,6.640704878182829,19878.0
44,10,CAQUETA,SAN VICENTE DEL CAGUAN,24447,23742,9241,48,147,8,11114,22,83,95,196,1017,39,514,370,48,996,509,9241,11114,-1873,IVAN CEPEDA,1873,0.0788897312779041,996,509,196,17569.0,19270.0,1.1334315993912407,11.18284040273196,42016.0
44,12,CAQUETA,CURILLO,2910,2851,1475,0,17,2,988,2,5,0,17,145,0,90,39,6,82,42,1475,988,487,ABELARDO DE LA ESPRIELLA,487,0.1708172571027709,82,42,17,4826.0,4967.0,0.43998984991860435,3.744653569354989,7736.0
44,16,CAQUETA,MILAN,2571,2538,1123,0,11,1,1204,0,9,2,7,63,2,34,24,1,64,26,1123,1204,-81,IVAN CEPEDA,81,0.0319148936170212,64,26,7,4174.0,4271.0,1.8703436667011197,15.635768899531358,6745.0
44,17,CAQUETA,MORELIA,1981,1840,1234,0,11,0,386,0,1,5,127,101,2,38,36,2,24,14,1234,386,848,ABELARDO DE LA ESPRIELLA,848,0.4608695652173913,24,14,127,1994.0,2159.0,0.15966341289784006,1.2258738902820407,3975.0
